aX,aY,aZ,gX,gY,gZ
0.087,0.881,0.357,4.150,-0.122,1.099
0.087,0.882,0.353,3.540,-0.366,1.343
0.084,0.884,0.363,2.625,-0.854,1.221
0.080,0.888,0.361,2.197,-1.770,1.038
0.073,0.896,0.358,1.892,-1.221,0.977
0.075,0.892,0.367,1.465,-0.549,0.916
0.077,0.880,0.364,2.136,-0.427,1.099
0.075,0.872,0.368,2.258,-0.610,0.549
0.079,0.877,0.368,1.282,-0.610,0.488
0.082,0.881,0.365,0.854,-0.793,0.488
0.075,0.872,0.366,1.038,-0.366,0.122
0.071,0.875,0.356,1.282,0.000,0.183
0.080,0.890,0.374,0.488,0.183,-0.183
0.088,0.888,0.364,0.305,-0.488,0.000
0.076,0.883,0.365,0.427,-0.793,0.122
0.067,0.884,0.400,0.244,-0.549,0.122
0.067,0.879,0.378,0.916,-0.549,0.061
0.068,0.880,0.366,1.465,0.000,0.122
0.068,0.894,0.362,1.465,0.305,0.366
0.068,0.889,0.359,1.709,0.183,0.366
0.066,0.880,0.363,1.953,0.244,0.000
0.066,0.871,0.377,1.160,0.000,-0.305
0.072,0.862,0.375,0.488,-0.854,-0.366
-0.024,0.929,0.256,20.203,12.207,-3.052
-0.033,0.945,0.226,23.743,11.963,-3.601
-0.003,0.929,0.409,25.635,10.315,-4.395
-0.004,0.906,0.329,35.156,4.150,-5.554
0.077,0.839,0.306,34.302,3.784,-11.169
0.121,0.936,0.313,41.931,5.432,-16.479
0.046,1.062,0.198,54.443,13.184,-14.465
0.046,1.012,0.131,61.279,22.156,-5.859
0.215,0.814,0.117,64.880,25.696,1.892
0.414,0.724,0.369,70.496,21.851,4.517
0.407,0.854,0.609,65.735,11.353,4.822
0.122,0.835,0.411,41.687,-7.568,7.812
-0.022,0.728,0.339,22.888,-12.024,7.690
-0.034,0.804,0.342,13.000,-9.521,1.892
-0.011,0.967,0.358,-2.686,-2.991,0.427
0.031,1.082,0.379,-7.996,-1.526,0.610
0.054,1.032,0.365,5.554,-0.916,1.831
0.037,0.886,0.350,21.667,-0.854,3.296
0.051,0.816,0.367,22.583,0.793,2.136
0.082,0.821,0.378,12.085,1.709,1.282
0.082,0.872,0.380,-0.183,1.831,1.221
0.060,0.924,0.353,-5.554,0.305,-0.427
0.053,0.953,0.358,-3.662,-0.916,-0.122
0.061,0.930,0.371,0.610,-2.502,1.343
0.068,0.867,0.382,3.723,-4.211,1.709
0.053,0.856,0.371,3.418,-4.150,1.221
0.043,0.889,0.349,0.122,-2.380,0.732
0.054,0.904,0.350,-1.038,-1.038,1.404
0.070,0.884,0.343,0.977,-0.610,1.831
0.073,0.867,0.339,2.502,-0.305,1.892
0.074,0.883,0.366,2.808,-0.366,2.075
0.084,0.871,0.383,2.869,-1.709,1.953
0.089,0.838,0.378,3.479,-3.418,1.892
0.077,0.862,0.376,0.610,-3.784,1.404
0.064,0.906,0.383,-2.686,-3.418,1.282
0.066,0.906,0.375,-1.526,-3.357,0.549
0.069,0.875,0.375,1.831,-3.174,0.488
0.064,0.851,0.370,2.747,-2.136,0.793
0.066,0.866,0.364,1.038,-0.732,0.488
0.072,0.889,0.370,-0.122,0.305,0.061
0.079,0.883,0.368,1.526,0.122,-0.061
0.077,0.864,0.357,3.235,-0.305,-0.061
0.074,0.874,0.368,1.648,0.183,-0.427
0.083,0.875,0.365,-0.427,0.000,-0.793
0.081,0.875,0.370,-0.305,-0.366,-0.854
0.073,0.875,0.363,-0.122,-0.305,-0.854
0.068,0.875,0.369,-0.061,-0.366,-0.854
0.073,0.880,0.379,-0.427,-0.366,-1.221
0.076,0.881,0.368,-0.183,-0.916,-1.221
0.068,0.883,0.376,0.122,-0.977,-0.977
0.062,0.886,0.379,0.122,-1.038,-1.282
0.068,0.886,0.383,0.061,-0.732,-1.648
0.063,0.879,0.375,-0.061,-0.305,-1.526
0.058,0.876,0.370,-0.732,0.366,-1.709
0.059,0.885,0.373,-1.831,1.038,-1.648
0.065,0.891,0.382,-2.197,0.977,-1.587
0.066,0.894,0.379,-1.221,0.488,-1.587
0.062,0.888,0.381,-0.427,0.244,-1.160
0.059,0.880,0.388,-0.122,-0.061,-1.099
0.060,0.872,0.385,-0.793,-0.366,-1.160
0.060,0.876,0.370,-1.770,-0.427,-1.038
0.060,0.902,0.376,-2.502,-0.366,-1.282
0.069,0.907,0.375,-2.258,-0.732,-1.221
0.067,0.894,0.373,0.122,-1.526,-0.793
0.030,0.898,0.336,-6.836,10.620,-10.254
0.057,0.810,0.408,25.024,10.742,-9.033
0.031,0.806,0.358,52.673,5.737,-8.545
0.017,0.867,0.270,67.688,1.160,-12.268
0.012,0.986,0.278,66.956,2.197,-17.029
0.002,1.163,0.289,56.763,7.141,-20.081
0.065,1.148,0.250,50.354,16.785,-18.311
0.164,0.996,0.134,63.782,16.174,-11.108
0.106,0.953,0.031,77.454,18.127,0.549
0.156,0.930,0.214,58.594,31.433,12.146
0.355,0.832,0.213,40.527,29.785,13.611
0.483,0.792,0.445,28.992,18.616,9.338
0.125,0.875,0.478,24.780,2.258,10.437
-0.158,0.821,0.402,17.029,-4.822,14.282
-0.109,0.656,0.358,9.766,-6.042,8.545
0.033,0.890,0.439,-11.658,2.686,5.127
0.108,1.083,0.398,-21.790,0.061,2.686
0.028,0.974,0.370,-4.272,-4.700,4.089
-0.044,0.828,0.347,13.184,-3.845,4.883
-0.025,0.768,0.357,15.198,0.061,2.258
0.045,0.783,0.337,10.498,4.272,0.122
0.087,0.871,0.348,3.357,6.409,-3.662
0.099,0.902,0.355,0.183,6.042,-6.104
0.104,0.897,0.361,2.136,4.333,-5.188
0.109,0.872,0.368,3.479,2.014,-4.883
0.099,0.847,0.374,3.113,-0.183,-4.089
0.083,0.860,0.388,0.305,-1.099,-3.662
0.091,0.905,0.386,-3.052,-1.038,-3.235
0.089,0.914,0.356,-2.502,-1.892,-2.075
0.072,0.913,0.369,0.183,-1.404,-0.549
0.065,0.900,0.356,1.221,-0.793,0.366
0.068,0.904,0.353,0.122,-0.122,1.465
0.070,0.924,0.357,-0.916,-0.183,1.526
0.066,0.915,0.364,0.061,-0.977,1.343
0.066,0.897,0.373,2.197,-1.587,1.709
0.064,0.886,0.373,2.136,-1.587,0.916
0.067,0.889,0.376,1.160,-1.343,-0.305
0.075,0.900,0.382,0.671,-1.404,-0.549
0.075,0.894,0.380,0.427,-1.343,0.061
0.069,0.889,0.376,0.427,-1.404,0.366
0.069,0.886,0.370,0.244,-0.488,0.305
0.070,0.895,0.359,-0.305,0.854,0.061
0.076,0.906,0.351,-0.427,1.770,-0.366
0.083,0.906,0.353,-0.183,2.014,-0.549
0.083,0.894,0.354,0.427,1.343,-0.183
0.075,0.883,0.358,0.671,0.610,-0.122
0.071,0.895,0.362,-0.061,0.000,0.000
0.071,0.886,0.366,-0.366,-1.038,-0.244
0.069,0.874,0.372,0.305,-1.526,0.122
0.060,0.865,0.375,1.526,-1.526,0.610
0.061,0.880,0.364,1.709,-1.343,0.427
0.072,0.897,0.373,0.793,-1.038,0.122
0.077,0.886,0.361,2.014,-1.282,0.549
0.071,0.879,0.359,2.197,-1.343,0.427
0.069,0.890,0.354,1.953,-0.977,0.244
0.073,0.892,0.359,1.953,-0.916,0.488
0.074,0.883,0.358,2.258,-0.916,0.671
0.067,0.879,0.356,2.808,-1.221,0.549
0.061,0.883,0.359,2.197,-0.854,0.366
0.065,0.884,0.360,1.709,-0.793,0.549
0.065,0.880,0.355,2.075,-0.732,0.488
0.065,0.885,0.357,2.258,-0.732,0.122
0.067,0.877,0.357,2.441,-0.427,0.061
0.073,0.879,0.361,2.319,-0.244,0.122
-0.008,1.035,0.257,-16.479,9.155,-1.221
-0.014,0.952,0.255,2.258,9.521,-3.662
-0.038,0.838,0.337,23.682,8.972,-3.723
-0.029,0.776,0.442,30.090,6.836,-6.165
0.005,0.740,0.420,24.597,4.578,-11.169
0.006,0.807,0.259,18.250,2.686,-15.076
-0.022,0.963,0.147,22.522,8.301,-20.874
0.020,1.066,0.150,29.114,19.836,-20.813
0.104,1.158,0.168,43.396,23.804,-12.390
0.196,1.061,0.070,59.692,23.499,-6.409
0.476,0.733,0.229,56.702,23.682,-4.883
0.678,0.656,0.672,53.650,7.080,-3.540
0.226,0.845,0.556,50.537,-22.583,-5.127
-0.057,0.812,0.380,27.466,-26.917,-3.235
-0.114,0.868,0.267,16.602,-27.649,-3.113
-0.104,0.943,0.434,0.244,-7.690,-1.953
-0.013,0.912,0.306,-4.272,1.404,1.099
0.056,0.986,0.304,-3.113,7.568,1.770
0.052,1.005,0.297,1.160,8.850,1.221
0.058,0.945,0.289,12.695,8.423,0.916
0.092,0.864,0.330,15.991,7.935,0.916
0.115,0.844,0.336,12.451,5.249,0.488
0.091,0.870,0.349,4.089,2.075,-0.916
0.071,0.937,0.384,-2.136,-1.099,-2.197
0.060,0.947,0.373,-0.732,-5.066,-1.953
0.038,0.896,0.373,3.235,-7.080,-1.465
0.010,0.868,0.369,2.686,-6.226,-0.977
0.010,0.872,0.366,0.916,-3.174,-1.282
0.045,0.910,0.352,-0.244,-0.427,-0.671
0.071,0.927,0.331,-0.122,0.732,0.244
0.074,0.939,0.331,0.427,0.732,0.732
0.072,0.913,0.333,2.014,-0.549,1.953
0.071,0.876,0.349,3.723,-1.587,2.258
0.065,0.870,0.339,4.517,-1.953,1.526
0.060,0.885,0.346,2.747,-1.526,1.404
0.064,0.893,0.357,0.977,-1.343,1.099
0.062,0.902,0.373,0.854,-1.648,1.099
0.055,0.905,0.358,1.892,-2.014,1.221
0.056,0.912,0.342,2.686,-0.977,2.319
0.069,0.895,0.350,3.235,-0.610,2.808
0.070,0.873,0.353,3.723,-0.732,2.625
0.064,0.867,0.347,2.319,-0.305,2.380
0.069,0.885,0.345,0.977,-0.732,1.953
0.069,0.897,0.340,-0.061,-0.854,0.916
0.065,0.891,0.342,0.244,-0.183,0.916
0.065,0.887,0.355,1.160,0.549,0.854
0.064,0.886,0.348,2.380,0.793,1.099
0.068,0.904,0.347,2.991,1.770,1.038
0.077,0.896,0.345,2.869,1.770,1.160
0.074,0.875,0.347,3.723,1.404,0.916
0.066,0.877,0.358,2.747,1.465,0.793
0.069,0.873,0.366,1.465,0.977,0.183
0.077,0.879,0.356,0.854,0.366,-0.244
0.075,0.894,0.357,-0.488,0.244,-0.427
0.070,0.901,0.354,-0.854,-0.061,-0.427
0.066,0.893,0.367,-0.183,-0.183,-0.244
0.061,0.879,0.378,0.610,0.000,-0.122
0.054,0.887,0.349,0.793,0.916,-0.244
0.069,0.915,0.362,-0.793,1.709,-0.916
0.074,0.911,0.353,0.732,1.099,-0.366
0.062,0.884,0.358,2.991,1.038,-0.122
0.058,0.873,0.366,2.258,1.160,-0.183
0.063,0.872,0.376,0.244,0.916,-0.427
0.068,0.875,0.368,-0.610,0.916,-0.732
0.032,0.922,0.352,-11.169,6.165,-8.118
-0.012,0.815,0.340,24.536,3.418,-7.080
0.004,0.769,0.327,39.856,2.808,-4.333
0.020,0.820,0.312,36.499,0.793,-7.385
-0.016,0.967,0.280,27.832,2.869,-14.954
-0.031,1.077,0.184,21.240,8.484,-16.174
0.021,1.094,0.182,28.992,14.343,-12.268
0.103,1.021,0.158,49.561,16.235,-5.737
0.215,0.903,0.133,60.547,16.846,-4.333
0.481,0.770,0.314,54.016,18.860,-4.089
0.592,0.741,0.540,46.631,6.042,1.892
0.088,0.890,0.430,38.574,-13.306,4.272
-0.212,0.892,0.354,20.264,-10.986,4.822
-0.128,0.751,0.321,7.507,-14.526,2.136
-0.029,0.852,0.368,0.244,-3.601,1.160
0.045,0.944,0.312,-5.371,1.160,-1.282
0.033,1.010,0.310,-1.770,4.883,-2.747
0.050,0.980,0.325,7.874,4.883,-0.610
0.088,0.868,0.346,15.991,4.395,-0.305
0.094,0.811,0.348,16.479,3.174,0.305
0.069,0.849,0.374,7.385,3.174,-0.549
0.059,0.908,0.370,-0.916,2.747,-1.221
0.057,0.918,0.354,-1.221,0.427,-0.488
0.046,0.901,0.360,2.930,-1.404,-0.305
0.033,0.887,0.388,4.456,-2.869,0.427
0.030,0.882,0.363,2.930,-2.441,0.793
0.031,0.886,0.372,-0.427,-1.343,-0.488
0.043,0.902,0.375,-0.793,-0.183,-0.549
0.058,0.888,0.344,1.465,0.427,0.366
0.070,0.902,0.349,0.854,0.488,0.793
0.072,0.933,0.351,-0.854,-0.244,0.183
0.072,0.932,0.364,-0.244,-1.221,-0.305
0.061,0.921,0.352,1.831,-1.587,0.549
0.046,0.914,0.367,2.563,-1.343,1.099
0.043,0.900,0.361,2.686,-0.977,1.221
0.044,0.902,0.374,3.540,-0.732,1.343
0.049,0.886,0.359,4.211,-0.977,1.526
0.054,0.871,0.365,4.150,-1.282,1.526
0.062,0.879,0.364,1.892,-1.099,0.916
0.064,0.896,0.366,-1.221,-1.160,0.610
0.058,0.911,0.352,-2.380,-1.038,0.122
0.055,0.910,0.351,-1.038,-0.366,0.488
0.058,0.888,0.352,0.488,0.183,1.221
0.062,0.879,0.353,0.854,0.183,1.465
0.065,0.890,0.356,0.244,0.183,1.404
0.062,0.894,0.356,1.160,-0.244,1.587
0.057,0.896,0.361,2.930,-0.549,1.953
0.062,0.885,0.367,3.662,-0.732,1.831
0.063,0.880,0.364,4.150,-1.709,1.587
0.055,0.882,0.361,3.662,-1.770,1.465
0.051,0.880,0.355,2.808,-1.526,1.343
0.052,0.880,0.354,2.869,-1.404,0.977
0.056,0.876,0.347,2.747,-0.916,0.916
0.062,0.881,0.350,2.014,-0.549,0.671
0.066,0.883,0.353,0.854,-0.549,0.305
0.064,0.890,0.360,0.061,-1.160,0.427
0.058,0.891,0.351,0.488,-1.587,0.366
0.051,0.898,0.352,1.221,-1.648,0.061
0.054,0.897,0.358,2.441,-1.160,-0.244
0.056,0.881,0.358,3.540,-1.038,0.061
0.050,0.873,0.357,3.235,-1.099,0.061
0.053,0.879,0.357,1.953,-0.671,-0.732
0.060,0.887,0.355,0.671,-0.488,-0.732
0.061,0.883,0.363,-0.244,-0.549,-0.977
0.028,0.945,0.332,-13.489,3.540,-9.460
-0.011,0.757,0.397,34.729,6.409,-6.287
-0.029,0.781,0.272,53.955,5.371,-2.197
-0.013,0.867,0.271,42.664,7.629,-6.897
-0.026,0.984,0.206,30.090,11.169,-12.390
-0.043,1.078,0.218,27.222,15.381,-13.489
-0.019,1.047,0.110,37.659,23.621,-10.620
0.104,0.913,0.147,47.180,24.231,-7.812
0.203,0.951,0.275,58.289,19.714,-4.211
0.352,0.834,0.359,54.138,16.113,-3.113
0.576,0.607,0.444,46.448,9.216,-4.211
0.325,0.804,0.528,38.879,-6.104,-4.395
-0.140,1.044,0.340,18.860,-8.911,-0.916
-0.130,0.870,0.375,6.958,-9.705,2.197
-0.025,0.892,0.312,5.615,-4.944,4.761
0.067,0.916,0.378,-4.089,0.854,4.883
0.034,0.997,0.260,2.747,-1.099,3.418
-0.033,0.988,0.286,8.240,1.404,2.197
0.001,0.945,0.291,17.639,5.554,1.953
0.074,0.849,0.322,23.621,5.432,2.319
0.095,0.785,0.356,19.043,4.089,0.549
0.064,0.839,0.344,8.850,1.953,-1.770
0.041,0.893,0.367,0.854,0.488,-2.502
0.049,0.904,0.357,-0.427,-0.610,-2.258
0.050,0.903,0.354,0.488,-1.831,-1.160
0.035,0.907,0.362,1.038,-2.380,-0.732
0.030,0.927,0.359,1.343,-1.892,0.000
0.027,0.909,0.359,0.977,-1.282,0.610
0.031,0.888,0.350,1.465,0.366,0.549
0.048,0.897,0.371,1.343,1.099,0.854
0.057,0.886,0.370,0.427,0.427,1.221
0.058,0.894,0.378,-0.366,-0.366,1.038
0.054,0.910,0.376,-2.197,-1.526,0.671
0.047,0.920,0.373,-1.953,-1.892,0.366
0.048,0.911,0.368,-0.610,-1.648,1.099
0.050,0.905,0.367,2.197,-1.648,1.831
0.046,0.873,0.351,5.432,-0.793,2.380
0.045,0.889,0.340,7.385,0.488,2.869
0.067,0.912,0.344,5.859,1.038,3.052
0.076,0.895,0.340,6.409,-0.183,3.052
0.067,0.881,0.358,6.348,-1.221,2.625
0.058,0.895,0.366,4.333,-1.892,1.770
0.057,0.902,0.365,2.930,-2.319,0.916
0.058,0.897,0.368,2.808,-2.686,1.038
0.053,0.892,0.368,3.418,-2.869,1.221
0.048,0.885,0.383,3.540,-2.380,1.160
0.047,0.866,0.389,3.723,-2.075,1.343
0.053,0.862,0.377,2.380,-1.648,0.732
0.063,0.897,0.359,0.610,-0.610,0.427
0.064,0.911,0.345,-0.305,-0.061,0.610
0.060,0.894,0.348,0.977,0.000,0.488
0.056,0.879,0.347,2.197,-0.061,0.244
0.051,0.870,0.366,1.648,-0.366,-0.061
0.050,0.869,0.380,0.854,-0.793,-0.427
0.052,0.880,0.352,0.732,-1.709,-1.099
0.050,0.886,0.349,0.122,-1.709,-1.526
0.053,0.893,0.350,0.549,-1.343,-1.465
0.055,0.885,0.350,1.343,-1.038,-1.343
0.054,0.876,0.355,1.404,-1.038,-0.854
0.052,0.870,0.370,0.854,-1.587,-0.793
0.052,0.864,0.376,-0.366,-2.258,-1.038
0.051,0.880,0.364,-0.732,-2.197,-1.465
0.055,0.913,0.352,-1.282,-1.770,-1.648
0.053,0.906,0.355,0.122,-1.282,-1.282
-0.014,0.960,0.275,-13.672,5.859,-5.005
-0.005,0.876,0.296,10.681,6.104,-6.409
-0.027,0.850,0.383,36.072,7.385,-3.479
-0.040,0.853,0.294,46.997,3.723,-4.272
-0.061,0.902,0.249,43.091,1.099,-11.414
-0.068,0.963,0.205,36.194,7.629,-14.404
-0.018,0.958,0.147,35.339,14.099,-14.587
0.051,1.023,0.148,47.729,19.714,-14.038
0.142,1.074,0.114,59.631,26.428,-7.385
0.333,0.829,0.135,52.490,28.809,-3.784
0.620,0.664,0.515,45.349,25.208,-0.610
0.419,0.811,0.590,38.574,1.160,2.869
-0.069,0.928,0.368,25.452,-16.968,1.282
-0.139,0.794,0.345,11.108,-17.273,1.526
-0.099,0.908,0.305,7.935,-9.338,1.831
0.007,0.910,0.430,-2.319,1.282,2.075
0.060,0.936,0.325,0.671,2.441,3.479
0.040,0.989,0.326,2.563,4.211,4.456
0.023,0.990,0.307,7.629,4.944,2.625
0.048,0.907,0.330,13.550,3.967,2.625
0.066,0.816,0.344,14.648,2.380,2.014
0.051,0.824,0.353,7.996,0.977,-0.732
0.033,0.899,0.362,0.732,1.404,-2.930
0.051,0.943,0.331,-0.854,0.916,-3.479
0.056,0.938,0.359,1.953,0.305,-1.892
0.044,0.885,0.388,6.775,-1.160,-0.977
0.029,0.848,0.373,7.996,-1.831,-1.404
0.041,0.884,0.357,2.808,-1.282,-0.916
0.043,0.940,0.352,-1.770,-1.221,-0.244
0.039,0.950,0.346,-2.014,-1.282,0.610
0.043,0.943,0.340,1.221,-0.793,1.892
0.052,0.900,0.342,3.845,-1.038,2.869
0.048,0.874,0.336,4.761,-1.404,3.479
0.038,0.896,0.344,3.174,-0.671,2.258
0.046,0.917,0.350,1.282,0.122,2.197
0.051,0.908,0.362,1.709,-0.488,2.136
0.044,0.894,0.370,2.625,-0.977,1.770
0.040,0.893,0.363,2.747,-1.160,1.343
0.046,0.890,0.367,1.892,-0.916,1.160
0.052,0.885,0.356,1.770,-0.671,1.465
0.061,0.891,0.356,0.916,-0.488,1.221
0.065,0.900,0.357,0.610,-0.610,0.916
0.059,0.895,0.357,1.587,-0.977,0.854
0.055,0.883,0.352,2.563,-1.221,0.854
0.052,0.884,0.349,3.174,-1.099,0.488
0.054,0.896,0.353,2.625,-1.160,0.244
0.058,0.894,0.368,1.892,-1.465,0.061
0.056,0.884,0.348,2.319,-1.831,0.183
0.050,0.887,0.350,1.465,-1.709,-0.183
0.057,0.895,0.353,0.305,-1.526,-0.122
0.063,0.899,0.349,0.061,-1.709,0.244
0.055,0.905,0.349,1.221,-1.831,0.793
0.042,0.896,0.347,2.136,-1.831,0.793
0.040,0.889,0.348,2.258,-1.038,0.793
0.046,0.883,0.352,1.648,-0.244,0.671
0.050,0.880,0.352,1.404,0.000,0.122
0.047,0.882,0.356,0.977,0.183,-0.061
0.044,0.888,0.344,0.977,0.427,-0.305
0.047,0.887,0.349,0.671,0.854,-0.366
0.053,0.888,0.352,0.305,0.793,-0.244
0.050,0.889,0.354,0.366,0.549,0.000
0.046,0.889,0.356,-0.061,0.122,0.061
0.041,0.872,0.347,0.671,-0.732,0.000
0.042,0.884,0.343,0.610,-0.854,-0.061
0.016,0.868,0.312,24.780,6.592,-5.432
-0.016,0.787,0.279,34.485,1.160,-7.141
-0.049,0.778,0.292,40.466,-1.892,-13.367
-0.104,0.917,0.207,37.170,1.709,-20.264
-0.089,1.034,0.234,27.588,10.010,-23.621
0.017,1.062,0.282,25.574,14.587,-23.621
0.151,1.056,0.360,32.043,13.428,-17.578
0.197,1.005,0.139,46.204,12.573,-8.911
0.234,0.803,0.095,46.143,14.954,-1.282
0.289,0.762,0.289,43.091,16.418,3.540
0.256,0.910,0.489,34.058,13.550,4.395
0.041,0.904,0.427,25.940,-0.366,3.418
-0.024,0.785,0.366,14.709,-6.042,4.639
0.007,0.746,0.374,7.629,-4.883,3.235
0.007,0.876,0.407,-0.916,-0.183,1.343
0.017,0.969,0.341,-9.338,-0.793,1.160
0.008,1.027,0.368,-6.287,0.549,2.319
-0.005,0.951,0.329,6.531,1.587,2.563
0.006,0.846,0.338,17.151,3.113,2.014
0.042,0.804,0.354,15.381,4.944,1.282
